Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;5_Merkmal_Code;5_Merkmal_Label;5_Auspraegung_Code;5_Auspraegung_Label;VSTNW1__Durchschnittliche_Bruttostundenverdienste__EUR;VSTNW2__Durchschnittliche_Bruttomonatsverdienste__EUR;STDNW1__Bezahlte_Wochenarbeitszeit__Std.;VSTNW2__Durchschnittliche_Bruttomonatsverdienste__EUR
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART2;2.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;GESM;männlich;21,16;2035;22,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART2;2.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;GESW;weiblich;19,24;1891;22,6;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART2;2.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;;Insgesamt;19,50;1911;22,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-08;Produzierendes Gewerbe und Dienstleistungsbereich;GES;Geschlecht;GESM;männlich;20,36;2282;25,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-08;Produzierendes Gewerbe und Dienstleistungsbereich;GES;Geschlecht;GESW;weiblich;20,05;2130;24,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-08;Produzierendes Gewerbe und Dienstleistungsbereich;GES;Geschlecht;;Insgesamt;20,11;2158;24,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-05;Produzierendes Gewerbe;GES;Geschlecht;GESM;männlich;24,59;2817;26,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-05;Produzierendes Gewerbe;GES;Geschlecht;GESW;weiblich;20,78;2163;24,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-05;Produzierendes Gewerbe;GES;Geschlecht;;Insgesamt;21,68;2306;24,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;GES;Geschlecht;GESM;männlich;26,56;3060;26,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;GES;Geschlecht;GESW;weiblich;19,64;2025;23,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;GES;Geschlecht;;Insgesamt;23,34;2550;25,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-C;Verarbeitendes Gewerbe;GES;Geschlecht;GESM;männlich;26,18;3057;26,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-C;Verarbeitendes Gewerbe;GES;Geschlecht;GESW;weiblich;20,89;2202;24,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-C;Verarbeitendes Gewerbe;GES;Geschlecht;;Insgesamt;22,00;2367;24,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-D;Energieversorgung;GES;Geschlecht;GESM;männlich;29,86;4048;31,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-D;Energieversorgung;GES;Geschlecht;GESW;weiblich;26,87;2943;25,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-D;Energieversorgung;GES;Geschlecht;;Insgesamt;27,73;3215;26,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-E;Wasserversorg.,Entsorg, Beseitig.v.Umweltverschm.;GES;Geschlecht;GESM;männlich;/;/;28,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-E;Wasserversorg.,Entsorg, Beseitig.v.Umweltverschm.;GES;Geschlecht;GESW;weiblich;21,55;2402;25,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-E;Wasserversorg.,Entsorg, Beseitig.v.Umweltverschm.;GES;Geschlecht;;Insgesamt;21,61;2462;26,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-F;Baugewerbe;GES;Geschlecht;GESM;männlich;18,69;1911;23,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-F;Baugewerbe;GES;Geschlecht;GESW;weiblich;17,64;1654;21,6;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-F;Baugewerbe;GES;Geschlecht;;Insgesamt;17,98;1733;22,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G-02;Dienstleistungsbereich;GES;Geschlecht;GESM;männlich;19,88;2222;25,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G-02;Dienstleistungsbereich;GES;Geschlecht;GESW;weiblich;19,98;2127;24,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G-02;Dienstleistungsbereich;GES;Geschlecht;;Insgesamt;19,96;2144;24,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;GES;Geschlecht;GESM;männlich;17,09;1861;25,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;GES;Geschlecht;GESW;weiblich;15,77;1685;24,6;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;GES;Geschlecht;;Insgesamt;15,97;1711;24,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-H;Verkehr und Lagerei;GES;Geschlecht;GESM;männlich;15,38;1748;26,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-H;Verkehr und Lagerei;GES;Geschlecht;GESW;weiblich;16,16;1663;23,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-H;Verkehr und Lagerei;GES;Geschlecht;;Insgesamt;15,80;1700;24,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-I;Gastgewerbe;GES;Geschlecht;GESM;männlich;11,70;1326;26,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-I;Gastgewerbe;GES;Geschlecht;GESW;weiblich;11,80;1185;23,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-I;Gastgewerbe;GES;Geschlecht;;Insgesamt;11,76;1236;24,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-J;Information und Kommunikation;GES;Geschlecht;GESM;männlich;27,22;3009;25,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-J;Information und Kommunikation;GES;Geschlecht;GESW;weiblich;24,65;2621;24,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-J;Information und Kommunikation;GES;Geschlecht;;Insgesamt;25,42;2735;24,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-K;Finanz- und Versicherungsdienstleistungen;GES;Geschlecht;GESM;männlich;30,38;3949;29,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-K;Finanz- und Versicherungsdienstleistungen;GES;Geschlecht;GESW;weiblich;26,37;2898;25,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-K;Finanz- und Versicherungsdienstleistungen;GES;Geschlecht;;Insgesamt;26,90;3017;25,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-L;Grundstücks- und Wohnungswesen;GES;Geschlecht;GESM;männlich;/;/;21,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-L;Grundstücks- und Wohnungswesen;GES;Geschlecht;GESW;weiblich;20,43;/;22,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-L;Grundstücks- und Wohnungswesen;GES;Geschlecht;;Insgesamt;21,65;/;22,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-M;Freiberufliche, wiss.u.technische Dienstleistungen;GES;Geschlecht;GESM;männlich;27,07;2860;24,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-M;Freiberufliche, wiss.u.technische Dienstleistungen;GES;Geschlecht;GESW;weiblich;22,01;2359;24,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-M;Freiberufliche, wiss.u.technische Dienstleistungen;GES;Geschlecht;;Insgesamt;22,97;2455;24,6;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;GES;Geschlecht;GESM;männlich;13,42;1536;26,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;GES;Geschlecht;GESW;weiblich;13,17;1339;23,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;GES;Geschlecht;;Insgesamt;13,25;1398;24,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-O;Öff.Verwaltung, Verteidigung, Sozialversicherung;GES;Geschlecht;GESM;männlich;26,18;3334;29,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-O;Öff.Verwaltung, Verteidigung, Sozialversicherung;GES;Geschlecht;GESW;weiblich;23,51;2622;25,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-O;Öff.Verwaltung, Verteidigung, Sozialversicherung;GES;Geschlecht;;Insgesamt;23,80;2691;26,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-P;Erziehung und Unterricht;GES;Geschlecht;GESM;männlich;26,38;2756;24,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-P;Erziehung und Unterricht;GES;Geschlecht;GESW;weiblich;24,83;2700;25,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-P;Erziehung und Unterricht;GES;Geschlecht;;Insgesamt;25,06;2709;24,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-Q;Gesundheits- und Sozialwesen;GES;Geschlecht;GESM;männlich;23,38;2648;26,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-Q;Gesundheits- und Sozialwesen;GES;Geschlecht;GESW;weiblich;21,02;2237;24,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-Q;Gesundheits- und Sozialwesen;GES;Geschlecht;;Insgesamt;21,35;2291;24,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-R;Kunst, Unterhaltung und Erholung;GES;Geschlecht;GESM;männlich;15,55;1602;23,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-R;Kunst, Unterhaltung und Erholung;GES;Geschlecht;GESW;weiblich;16,46;1663;23,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-R;Kunst, Unterhaltung und Erholung;GES;Geschlecht;;Insgesamt;16,22;1647;23,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;GESM;männlich;20,68;2053;22,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;GESW;weiblich;18,84;1948;23,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART3;3.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;;Insgesamt;19,09;1963;23,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART4;4.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-08;Produzierendes Gewerbe und Dienstleistungsbereich;GES;Geschlecht;GESM;männlich;...;...;...;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;TEILZTNW01;Teilzeitbeschäftigte;QUARTG;Quartale;QUART4;4.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-08;Produzierendes Gewerbe und Dienstleistungsbereich;GES;Geschlecht;GESW;weiblich;...;...;...;
